it	l_0	l_1	l_2	l_3	l_4	l_5	l_6	l_7	l_8	l_9	l_10	l_11	l_12	l_13	l_14	l_15	l_16	l_17	l_18	l_19	l_20	l_21	l_22	l_23	l_24	l_25	l_26	l_27	l_28	l_29	l_30	l_31	l_32	l_33	l_34	l_35	l_36	l_37	l_38	l_39	l_40	l_41	l_42	l_43	l_44	l_45	l_46	l_47	l_48	l_49	l_50	l_51	l_52	l_53	l_54	l_55	l_56	l_57	l_58	l_59	l_60	l_61	m_0	m_1	m_2	m_3	m_4	m_5	m_6	m_7	m_8	m_9	m_10	m_11	m_12	m_13	m_14	m_15	m_16	m_17	m_18	m_19	m_20	m_21	m_22	m_23	m_24	m_25	m_26	m_27	m_28	m_29	m_30	m_31	m_32	m_33	m_34	m_35	m_36	m_37	m_38	m_39	m_40	m_41	m_42	m_43	m_44	m_45	m_46	m_47	m_48	m_49	m_50	m_51	m_52	m_53	m_54	m_55	m_56	m_57	m_58	m_59	m_60	m_61	r_0	r_1	r_2	r_3	r_4	r_5	r_6	r_7	r_8	r_9	r_10	r_11	r_12	r_13	r_14	r_15	r_16	r_17	r_18	r_19	r_20	r_21	r_22	r_23	r_24	r_25	r_26	r_27	r_28	r_29	r_30	r_31	r_32	r_33	r_34	r_35	r_36	r_37	r_38	r_39	r_40	r_41	r_42	r_43	r_44	r_45	r_46	r_47	r_48	r_49	r_50	r_51	r_52	r_53	r_54	r_55	r_56	r_57	r_58	r_59	r_60	r_61	
0	0.35399942703355736	0.35399942703355736	0.35399942703355736	0.35399942703355736	0.35399942703355736	0.35399942703355736	0.35399942703355736	0.35399942703355736	0.35399942703355736	0.35399942703355736	0.35399942703355736	0.35399942703355736	0.35399942703355736	0.35399942703355736	0.35399942703355736	0.35399942703355736	0.35399942703355736	0.35399942703355736	0.35399942703355736	0.35399942703355736	0.35399942703355736	0.35399942703355736	0.35399942703355736	0.35399942703355736	0.35399942703355736	0.35399942703355736	0.35399942703355736	0.35399942703355736	0.35399942703355736	0.35399942703355736	0.35399942703355736	0.35399942703355736	0.35399942703355736	0.35399942703355736	0.35399942703355736	0.35399942703355736	0.35399942703355736	0.35399942703355736	0.35399942703355736	0.35399942703355736	0.35399942703355736	0.35399942703355736	0.35399942703355736	0.35399942703355736	0.35399942703355736	0.35399942703355736	0.35399942703355736	0.35399942703355736	0.35399942703355736	0.35399942703355736	0.35399942703355736	0.35399942703355736	0.35399942703355736	0.35399942703355736	0.35399942703355736	0.35399942703355736	0.35399942703355736	0.35399942703355736	0.35399942703355736	0.35399942703355736	0.35399942703355736	0.35399942703355736	0.14192060183650204	0.14192060183650204	0.14192060183650204	0.14192060183650204	0.14192060183650204	0.14192060183650204	0.14192060183650204	0.14192060183650204	0.14192060183650204	0.14192060183650204	0.14192060183650204	0.14192060183650204	0.14192060183650204	0.14192060183650204	0.14192060183650204	0.14192060183650204	0.14192060183650204	0.14192060183650204	0.14192060183650204	0.14192060183650204	0.14192060183650204	0.14192060183650204	0.14192060183650204	0.14192060183650204	0.14192060183650204	0.14192060183650204	0.14192060183650204	0.14192060183650204	0.14192060183650204	0.14192060183650204	0.14192060183650204	0.14192060183650204	0.14192060183650204	0.14192060183650204	0.14192060183650204	0.14192060183650204	0.14192060183650204	0.14192060183650204	0.14192060183650204	0.14192060183650204	0.14192060183650204	0.14192060183650204	0.14192060183650204	0.14192060183650204	0.14192060183650204	0.14192060183650204	0.14192060183650204	0.14192060183650204	0.14192060183650204	0.14192060183650204	0.14192060183650204	0.14192060183650204	0.14192060183650204	0.14192060183650204	0.14192060183650204	0.14192060183650204	0.14192060183650204	0.14192060183650204	0.14192060183650204	0.14192060183650204	0.14192060183650204	0.14192060183650204	0.21207882519705532	0.21207882519705532	0.21207882519705532	0.21207882519705532	0.21207882519705532	0.21207882519705532	0.21207882519705532	0.21207882519705532	0.21207882519705532	0.21207882519705532	0.21207882519705532	0.21207882519705532	0.21207882519705532	0.21207882519705532	0.21207882519705532	0.21207882519705532	0.21207882519705532	0.21207882519705532	0.21207882519705532	0.21207882519705532	0.21207882519705532	0.21207882519705532	0.21207882519705532	0.21207882519705532	0.21207882519705532	0.21207882519705532	0.21207882519705532	0.21207882519705532	0.21207882519705532	0.21207882519705532	0.21207882519705532	0.21207882519705532	0.21207882519705532	0.21207882519705532	0.21207882519705532	0.21207882519705532	0.21207882519705532	0.21207882519705532	0.21207882519705532	0.21207882519705532	0.21207882519705532	0.21207882519705532	0.21207882519705532	0.21207882519705532	0.21207882519705532	0.21207882519705532	0.21207882519705532	0.21207882519705532	0.21207882519705532	0.21207882519705532	0.21207882519705532	0.21207882519705532	0.21207882519705532	0.21207882519705532	0.21207882519705532	0.21207882519705532	0.21207882519705532	0.21207882519705532	0.21207882519705532	0.21207882519705532	0.21207882519705532	0.21207882519705532
1000	0.2147461740703385	0.2147461740703385	0.2147461740703385	0.2147461740703385	0.2147461740703385	0.2147461740703385	0.2147461740703385	0.2147461740703385	0.2147461740703385	0.2147461740703385	0.2147461740703385	0.2147461740703385	0.2147461740703385	0.2147461740703385	0.2147461740703385	0.2147461740703385	0.2147461740703385	0.2147461740703385	0.2147461740703385	0.2147461740703385	0.2147461740703385	0.2147461740703385	0.2147461740703385	0.2147461740703385	0.2147461740703385	0.2147461740703385	0.2147461740703385	0.2147461740703385	0.2147461740703385	0.2147461740703385	0.2147461740703385	0.2147461740703385	0.2147461740703385	0.2147461740703385	0.2147461740703385	0.2147461740703385	0.2147461740703385	0.2147461740703385	0.2147461740703385	0.2147461740703385	0.2147461740703385	0.2147461740703385	0.2147461740703385	0.2147461740703385	0.2147461740703385	0.2147461740703385	0.2147461740703385	0.2147461740703385	0.2147461740703385	0.2147461740703385	0.2147461740703385	0.2147461740703385	0.2147461740703385	0.2147461740703385	0.2147461740703385	0.2147461740703385	0.2147461740703385	0.2147461740703385	0.2147461740703385	0.2147461740703385	0.2147461740703385	0.2147461740703385	0.17626931754349628	0.17626931754349628	0.17626931754349628	0.17626931754349628	0.17626931754349628	0.17626931754349628	0.17626931754349628	0.17626931754349628	0.17626931754349628	0.17626931754349628	0.17626931754349628	0.17626931754349628	0.17626931754349628	0.17626931754349628	0.17626931754349628	0.17626931754349628	0.17626931754349628	0.17626931754349628	0.17626931754349628	0.17626931754349628	0.17626931754349628	0.17626931754349628	0.17626931754349628	0.17626931754349628	0.17626931754349628	0.17626931754349628	0.17626931754349628	0.17626931754349628	0.17626931754349628	0.17626931754349628	0.17626931754349628	0.17626931754349628	0.17626931754349628	0.17626931754349628	0.17626931754349628	0.17626931754349628	0.17626931754349628	0.17626931754349628	0.17626931754349628	0.17626931754349628	0.17626931754349628	0.17626931754349628	0.17626931754349628	0.17626931754349628	0.17626931754349628	0.17626931754349628	0.17626931754349628	0.17626931754349628	0.17626931754349628	0.17626931754349628	0.17626931754349628	0.17626931754349628	0.17626931754349628	0.17626931754349628	0.17626931754349628	0.17626931754349628	0.17626931754349628	0.17626931754349628	0.17626931754349628	0.17626931754349628	0.17626931754349628	0.17626931754349628	0.038476856526842212	0.038476856526842212	0.038476856526842212	0.038476856526842212	0.038476856526842212	0.038476856526842212	0.038476856526842212	0.038476856526842212	0.038476856526842212	0.038476856526842212	0.038476856526842212	0.038476856526842212	0.038476856526842212	0.038476856526842212	0.038476856526842212	0.038476856526842212	0.038476856526842212	0.038476856526842212	0.038476856526842212	0.038476856526842212	0.038476856526842212	0.038476856526842212	0.038476856526842212	0.038476856526842212	0.038476856526842212	0.038476856526842212	0.038476856526842212	0.038476856526842212	0.038476856526842212	0.038476856526842212	0.038476856526842212	0.038476856526842212	0.038476856526842212	0.038476856526842212	0.038476856526842212	0.038476856526842212	0.038476856526842212	0.038476856526842212	0.038476856526842212	0.038476856526842212	0.038476856526842212	0.038476856526842212	0.038476856526842212	0.038476856526842212	0.038476856526842212	0.038476856526842212	0.038476856526842212	0.038476856526842212	0.038476856526842212	0.038476856526842212	0.038476856526842212	0.038476856526842212	0.038476856526842212	0.038476856526842212	0.038476856526842212	0.038476856526842212	0.038476856526842212	0.038476856526842212	0.038476856526842212	0.038476856526842212	0.038476856526842212	0.038476856526842212
2000	0.2092818506219718	0.2092818506219718	0.2092818506219718	0.2092818506219718	0.2092818506219718	0.2092818506219718	0.2092818506219718	0.2092818506219718	0.2092818506219718	0.2092818506219718	0.2092818506219718	0.2092818506219718	0.2092818506219718	0.2092818506219718	0.2092818506219718	0.2092818506219718	0.2092818506219718	0.2092818506219718	0.2092818506219718	0.2092818506219718	0.2092818506219718	0.2092818506219718	0.2092818506219718	0.2092818506219718	0.2092818506219718	0.2092818506219718	0.2092818506219718	0.2092818506219718	0.2092818506219718	0.2092818506219718	0.2092818506219718	0.2092818506219718	0.2092818506219718	0.2092818506219718	0.2092818506219718	0.2092818506219718	0.2092818506219718	0.2092818506219718	0.2092818506219718	0.2092818506219718	0.2092818506219718	0.2092818506219718	0.2092818506219718	0.2092818506219718	0.2092818506219718	0.2092818506219718	0.2092818506219718	0.2092818506219718	0.2092818506219718	0.2092818506219718	0.2092818506219718	0.2092818506219718	0.2092818506219718	0.2092818506219718	0.2092818506219718	0.2092818506219718	0.2092818506219718	0.2092818506219718	0.2092818506219718	0.2092818506219718	0.2092818506219718	0.2092818506219718	0.70276422531746996	0.70276422531746996	0.13227730631072773	0.13227730631072773	0.13227730631072773	0.13227730631072773	0.13227730631072773	0.13227730631072773	0.13227730631072773	0.13227730631072773	0.13227730631072773	0.13227730631072773	0.13227730631072773	0.13227730631072773	0.13227730631072773	0.13227730631072773	0.13227730631072773	0.13227730631072773	0.13227730631072773	0.13227730631072773	0.13227730631072773	0.13227730631072773	0.13227730631072773	0.13227730631072773	0.13227730631072773	0.13227730631072773	0.13227730631072773	0.13227730631072773	0.13227730631072773	0.13227730631072773	0.13227730631072773	0.13227730631072773	0.13227730631072773	0.13227730631072773	0.13227730631072773	0.13227730631072773	0.13227730631072773	0.13227730631072773	0.13227730631072773	0.13227730631072773	0.13227730631072773	0.13227730631072773	0.13227730631072773	0.13227730631072773	0.13227730631072773	0.13227730631072773	0.13227730631072773	0.13227730631072773	0.13227730631072773	0.13227730631072773	0.13227730631072773	0.13227730631072773	0.13227730631072773	0.13227730631072773	0.13227730631072773	0.13227730631072773	0.13227730631072773	0.13227730631072773	0.13227730631072773	0.13227730631072773	0.13227730631072773	0.13227730631072773	-0.49348237469549816	-0.49348237469549816	0.077004544311244066	0.077004544311244066	0.077004544311244066	0.077004544311244066	0.077004544311244066	0.077004544311244066	0.077004544311244066	0.077004544311244066	0.077004544311244066	0.077004544311244066	0.077004544311244066	0.077004544311244066	0.077004544311244066	0.077004544311244066	0.077004544311244066	0.077004544311244066	0.077004544311244066	0.077004544311244066	0.077004544311244066	0.077004544311244066	0.077004544311244066	0.077004544311244066	0.077004544311244066	0.077004544311244066	0.077004544311244066	0.077004544311244066	0.077004544311244066	0.077004544311244066	0.077004544311244066	0.077004544311244066	0.077004544311244066	0.077004544311244066	0.077004544311244066	0.077004544311244066	0.077004544311244066	0.077004544311244066	0.077004544311244066	0.077004544311244066	0.077004544311244066	0.077004544311244066	0.077004544311244066	0.077004544311244066	0.077004544311244066	0.077004544311244066	0.077004544311244066	0.077004544311244066	0.077004544311244066	0.077004544311244066	0.077004544311244066	0.077004544311244066	0.077004544311244066	0.077004544311244066	0.077004544311244066	0.077004544311244066	0.077004544311244066	0.077004544311244066	0.077004544311244066	0.077004544311244066	0.077004544311244066	0.077004544311244066
3000	0.22835825384527322	0.22835825384527322	0.22835825384527322	0.22835825384527322	0.22835825384527322	0.22835825384527322	0.22835825384527322	0.22835825384527322	0.22835825384527322	0.22835825384527322	0.22835825384527322	0.22835825384527322	0.22835825384527322	0.22835825384527322	0.22835825384527322	0.22835825384527322	0.22835825384527322	0.22835825384527322	0.22835825384527322	0.22835825384527322	0.22835825384527322	0.22835825384527322	0.22835825384527322	0.22835825384527322	0.22835825384527322	0.22835825384527322	0.22835825384527322	0.22835825384527322	0.22835825384527322	0.22835825384527322	0.22835825384527322	0.22835825384527322	0.22835825384527322	0.22835825384527322	0.22835825384527322	0.22835825384527322	0.22835825384527322	0.22835825384527322	0.22835825384527322	0.22835825384527322	0.22835825384527322	0.22835825384527322	0.22835825384527322	0.22835825384527322	0.22835825384527322	0.22835825384527322	0.22835825384527322	0.22835825384527322	0.22835825384527322	0.22835825384527322	0.22835825384527322	0.22835825384527322	0.22835825384527322	0.22835825384527322	0.22835825384527322	0.22835825384527322	0.22835825384527322	0.22835825384527322	0.22835825384527322	0.22835825384527322	0.22835825384527322	0.22835825384527322	0.70919580393779225	0.70919580393779225	0.12498112248788261	0.12498112248788261	0.12498112248788261	0.12498112248788261	0.12498112248788261	0.12498112248788261	0.12498112248788261	0.12498112248788261	0.12498112248788261	0.12498112248788261	0.12498112248788261	0.12498112248788261	0.12498112248788261	0.12498112248788261	0.12498112248788261	0.12498112248788261	0.12498112248788261	0.12498112248788261	0.12498112248788261	0.12498112248788261	0.12498112248788261	0.12498112248788261	0.12498112248788261	0.12498112248788261	0.12498112248788261	0.12498112248788261	0.12498112248788261	0.12498112248788261	0.12498112248788261	0.12498112248788261	0.12498112248788261	0.12498112248788261	0.12498112248788261	0.12498112248788261	0.12498112248788261	0.12498112248788261	0.12498112248788261	0.12498112248788261	0.12498112248788261	0.12498112248788261	0.12498112248788261	0.12498112248788261	0.12498112248788261	0.12498112248788261	0.12498112248788261	0.12498112248788261	0.12498112248788261	0.12498112248788261	0.12498112248788261	0.12498112248788261	0.12498112248788261	0.12498112248788261	0.12498112248788261	0.12498112248788261	0.12498112248788261	0.12498112248788261	0.12498112248788261	0.12498112248788261	0.12498112248788261	0.12498112248788261	-0.48083755009251905	-0.48083755009251905	0.10337713135739061	0.10337713135739061	0.10337713135739061	0.10337713135739061	0.10337713135739061	0.10337713135739061	0.10337713135739061	0.10337713135739061	0.10337713135739061	0.10337713135739061	0.10337713135739061	0.10337713135739061	0.10337713135739061	0.10337713135739061	0.10337713135739061	0.10337713135739061	0.10337713135739061	0.10337713135739061	0.10337713135739061	0.10337713135739061	0.10337713135739061	0.10337713135739061	0.10337713135739061	0.10337713135739061	0.10337713135739061	0.10337713135739061	0.10337713135739061	0.10337713135739061	0.10337713135739061	0.10337713135739061	0.10337713135739061	0.10337713135739061	0.10337713135739061	0.10337713135739061	0.10337713135739061	0.10337713135739061	0.10337713135739061	0.10337713135739061	0.10337713135739061	0.10337713135739061	0.10337713135739061	0.10337713135739061	0.10337713135739061	0.10337713135739061	0.10337713135739061	0.10337713135739061	0.10337713135739061	0.10337713135739061	0.10337713135739061	0.10337713135739061	0.10337713135739061	0.10337713135739061	0.10337713135739061	0.10337713135739061	0.10337713135739061	0.10337713135739061	0.10337713135739061	0.10337713135739061	0.10337713135739061	0.10337713135739061
4000	0.20958404298653624	0.20958404298653624	0.20958404298653624	0.20958404298653624	0.20958404298653624	0.20958404298653624	0.20958404298653624	0.20958404298653624	0.20958404298653624	0.20958404298653624	0.20958404298653624	0.20958404298653624	0.20958404298653624	0.20958404298653624	0.20958404298653624	0.20958404298653624	0.20958404298653624	0.20958404298653624	0.20958404298653624	0.20958404298653624	0.20958404298653624	0.20958404298653624	0.20958404298653624	0.20958404298653624	0.20958404298653624	0.20958404298653624	0.20958404298653624	0.20958404298653624	0.20958404298653624	0.20958404298653624	0.20958404298653624	0.20958404298653624	0.20958404298653624	0.20958404298653624	0.20958404298653624	0.20958404298653624	0.20958404298653624	0.20958404298653624	0.20958404298653624	0.20958404298653624	0.20958404298653624	0.20958404298653624	0.20958404298653624	0.20958404298653624	0.20958404298653624	0.20958404298653624	0.20958404298653624	0.20958404298653624	0.20958404298653624	0.20958404298653624	0.20958404298653624	0.20958404298653624	0.20958404298653624	0.20958404298653624	0.20958404298653624	0.20958404298653624	0.20958404298653624	0.20958404298653624	0.20958404298653624	0.20958404298653624	0.20958404298653624	0.20958404298653624	0.81901546180459306	0.81901546180459306	0.12539349122718166	0.12539349122718166	0.12539349122718166	0.12539349122718166	0.12539349122718166	0.12539349122718166	0.12539349122718166	0.12539349122718166	0.12539349122718166	0.12539349122718166	0.12539349122718166	0.12539349122718166	0.12539349122718166	0.12539349122718166	0.12539349122718166	0.12539349122718166	0.12539349122718166	0.12539349122718166	0.12539349122718166	0.12539349122718166	0.12539349122718166	0.12539349122718166	0.12539349122718166	0.12539349122718166	0.12539349122718166	0.12539349122718166	0.12539349122718166	0.12539349122718166	0.12539349122718166	0.12539349122718166	0.12539349122718166	0.12539349122718166	0.12539349122718166	0.12539349122718166	0.12539349122718166	0.12539349122718166	0.12539349122718166	0.12539349122718166	0.12539349122718166	0.12539349122718166	0.12539349122718166	0.12539349122718166	0.12539349122718166	0.12539349122718166	0.12539349122718166	0.12539349122718166	0.12539349122718166	0.12539349122718166	0.12539349122718166	0.12539349122718166	0.12539349122718166	0.12539349122718166	0.12539349122718166	0.12539349122718166	0.12539349122718166	0.12539349122718166	0.12539349122718166	0.12539349122718166	0.12539349122718166	0.12539349122718166	-0.60943141881805685	-0.60943141881805685	0.084190551759354582	0.084190551759354582	0.084190551759354582	0.084190551759354582	0.084190551759354582	0.084190551759354582	0.084190551759354582	0.084190551759354582	0.084190551759354582	0.084190551759354582	0.084190551759354582	0.084190551759354582	0.084190551759354582	0.084190551759354582	0.084190551759354582	0.084190551759354582	0.084190551759354582	0.084190551759354582	0.084190551759354582	0.084190551759354582	0.084190551759354582	0.084190551759354582	0.084190551759354582	0.084190551759354582	0.084190551759354582	0.084190551759354582	0.084190551759354582	0.084190551759354582	0.084190551759354582	0.084190551759354582	0.084190551759354582	0.084190551759354582	0.084190551759354582	0.084190551759354582	0.084190551759354582	0.084190551759354582	0.084190551759354582	0.084190551759354582	0.084190551759354582	0.084190551759354582	0.084190551759354582	0.084190551759354582	0.084190551759354582	0.084190551759354582	0.084190551759354582	0.084190551759354582	0.084190551759354582	0.084190551759354582	0.084190551759354582	0.084190551759354582	0.084190551759354582	0.084190551759354582	0.084190551759354582	0.084190551759354582	0.084190551759354582	0.084190551759354582	0.084190551759354582	0.084190551759354582	0.084190551759354582	0.084190551759354582
5000	0.20457129275189465	0.20457129275189465	0.20457129275189465	0.20457129275189465	0.20457129275189465	0.20457129275189465	0.20457129275189465	0.20457129275189465	0.20457129275189465	0.20457129275189465	0.20457129275189465	0.20457129275189465	0.20457129275189465	0.20457129275189465	0.20457129275189465	0.20457129275189465	0.20457129275189465	0.20457129275189465	0.20457129275189465	0.20457129275189465	0.20457129275189465	0.20457129275189465	0.20457129275189465	0.20457129275189465	0.20457129275189465	0.20457129275189465	0.20457129275189465	0.20457129275189465	0.20457129275189465	0.20457129275189465	0.20457129275189465	0.20457129275189465	0.20457129275189465	0.20457129275189465	0.20457129275189465	0.20457129275189465	0.20457129275189465	0.20457129275189465	0.20457129275189465	0.20457129275189465	0.20457129275189465	0.20457129275189465	0.20457129275189465	0.20457129275189465	0.20457129275189465	0.20457129275189465	0.20457129275189465	0.20457129275189465	0.20457129275189465	0.20457129275189465	0.20457129275189465	0.20457129275189465	0.20457129275189465	0.20457129275189465	0.20457129275189465	0.20457129275189465	0.20457129275189465	0.20457129275189465	0.20457129275189465	0.20457129275189465	0.20457129275189465	0.20457129275189465	0.74002763776298941	0.74002763776298941	0.12599716423024029	0.12599716423024029	0.12599716423024029	0.12599716423024029	0.12599716423024029	0.12599716423024029	0.12599716423024029	0.12599716423024029	0.12599716423024029	0.12599716423024029	0.12599716423024029	0.12599716423024029	0.12599716423024029	0.12599716423024029	0.12599716423024029	0.12599716423024029	0.12599716423024029	0.12599716423024029	0.12599716423024029	0.12599716423024029	0.12599716423024029	0.12599716423024029	0.12599716423024029	0.12599716423024029	0.12599716423024029	0.12599716423024029	0.12599716423024029	0.12599716423024029	0.12599716423024029	0.12599716423024029	0.12599716423024029	0.12599716423024029	0.12599716423024029	0.12599716423024029	0.12599716423024029	0.12599716423024029	0.12599716423024029	0.12599716423024029	0.12599716423024029	0.12599716423024029	0.12599716423024029	0.12599716423024029	0.12599716423024029	0.12599716423024029	0.12599716423024029	0.12599716423024029	0.12599716423024029	0.12599716423024029	0.12599716423024029	0.12599716423024029	0.12599716423024029	0.12599716423024029	0.12599716423024029	0.12599716423024029	0.12599716423024029	0.12599716423024029	0.12599716423024029	0.12599716423024029	0.12599716423024029	0.12599716423024029	-0.53545634501109474	-0.53545634501109474	0.078574128521654352	0.078574128521654352	0.078574128521654352	0.078574128521654352	0.078574128521654352	0.078574128521654352	0.078574128521654352	0.078574128521654352	0.078574128521654352	0.078574128521654352	0.078574128521654352	0.078574128521654352	0.078574128521654352	0.078574128521654352	0.078574128521654352	0.078574128521654352	0.078574128521654352	0.078574128521654352	0.078574128521654352	0.078574128521654352	0.078574128521654352	0.078574128521654352	0.078574128521654352	0.078574128521654352	0.078574128521654352	0.078574128521654352	0.078574128521654352	0.078574128521654352	0.078574128521654352	0.078574128521654352	0.078574128521654352	0.078574128521654352	0.078574128521654352	0.078574128521654352	0.078574128521654352	0.078574128521654352	0.078574128521654352	0.078574128521654352	0.078574128521654352	0.078574128521654352	0.078574128521654352	0.078574128521654352	0.078574128521654352	0.078574128521654352	0.078574128521654352	0.078574128521654352	0.078574128521654352	0.078574128521654352	0.078574128521654352	0.078574128521654352	0.078574128521654352	0.078574128521654352	0.078574128521654352	0.078574128521654352	0.078574128521654352	0.078574128521654352	0.078574128521654352	0.078574128521654352	0.078574128521654352	0.078574128521654352
6000	0.20611222583746525	0.20611222583746525	0.20611222583746525	0.20611222583746525	0.20611222583746525	0.20611222583746525	0.20611222583746525	0.20611222583746525	0.20611222583746525	0.20611222583746525	0.20611222583746525	0.20611222583746525	0.20611222583746525	0.20611222583746525	0.20611222583746525	0.20611222583746525	0.20611222583746525	0.20611222583746525	0.20611222583746525	0.20611222583746525	0.20611222583746525	0.20611222583746525	0.20611222583746525	0.20611222583746525	0.20611222583746525	0.20611222583746525	0.20611222583746525	0.20611222583746525	0.20611222583746525	0.20611222583746525	0.20611222583746525	0.20611222583746525	0.20611222583746525	0.20611222583746525	0.20611222583746525	0.20611222583746525	0.20611222583746525	0.20611222583746525	0.20611222583746525	0.20611222583746525	0.20611222583746525	0.20611222583746525	0.20611222583746525	0.20611222583746525	0.20611222583746525	0.20611222583746525	0.20611222583746525	0.20611222583746525	0.20611222583746525	0.20611222583746525	0.20611222583746525	0.20611222583746525	0.20611222583746525	0.20611222583746525	0.20611222583746525	0.20611222583746525	0.20611222583746525	0.20611222583746525	0.20611222583746525	0.20611222583746525	0.20611222583746525	0.20611222583746525	0.60405505487642641	0.60405505487642641	0.1243139718704543	0.1243139718704543	0.1243139718704543	0.1243139718704543	0.1243139718704543	0.1243139718704543	0.1243139718704543	0.1243139718704543	0.1243139718704543	0.1243139718704543	0.1243139718704543	0.1243139718704543	0.1243139718704543	0.1243139718704543	0.1243139718704543	0.1243139718704543	0.1243139718704543	0.1243139718704543	0.1243139718704543	0.1243139718704543	0.1243139718704543	0.1243139718704543	0.1243139718704543	0.1243139718704543	0.1243139718704543	0.1243139718704543	0.1243139718704543	0.1243139718704543	0.1243139718704543	0.1243139718704543	0.1243139718704543	0.1243139718704543	0.1243139718704543	0.1243139718704543	0.1243139718704543	0.1243139718704543	0.1243139718704543	0.1243139718704543	0.1243139718704543	0.1243139718704543	0.1243139718704543	0.1243139718704543	0.1243139718704543	0.1243139718704543	0.1243139718704543	0.1243139718704543	0.1243139718704543	0.1243139718704543	0.1243139718704543	0.1243139718704543	0.1243139718704543	0.1243139718704543	0.1243139718704543	0.1243139718704543	0.1243139718704543	0.1243139718704543	0.1243139718704543	0.1243139718704543	0.1243139718704543	0.1243139718704543	-0.39794282903896117	-0.39794282903896117	0.081798253967010945	0.081798253967010945	0.081798253967010945	0.081798253967010945	0.081798253967010945	0.081798253967010945	0.081798253967010945	0.081798253967010945	0.081798253967010945	0.081798253967010945	0.081798253967010945	0.081798253967010945	0.081798253967010945	0.081798253967010945	0.081798253967010945	0.081798253967010945	0.081798253967010945	0.081798253967010945	0.081798253967010945	0.081798253967010945	0.081798253967010945	0.081798253967010945	0.081798253967010945	0.081798253967010945	0.081798253967010945	0.081798253967010945	0.081798253967010945	0.081798253967010945	0.081798253967010945	0.081798253967010945	0.081798253967010945	0.081798253967010945	0.081798253967010945	0.081798253967010945	0.081798253967010945	0.081798253967010945	0.081798253967010945	0.081798253967010945	0.081798253967010945	0.081798253967010945	0.081798253967010945	0.081798253967010945	0.081798253967010945	0.081798253967010945	0.081798253967010945	0.081798253967010945	0.081798253967010945	0.081798253967010945	0.081798253967010945	0.081798253967010945	0.081798253967010945	0.081798253967010945	0.081798253967010945	0.081798253967010945	0.081798253967010945	0.081798253967010945	0.081798253967010945	0.081798253967010945	0.081798253967010945	0.081798253967010945
